id,module,question,A,B,C,D,E,F,answer,explanation
SET31-Q298,Module 6: Reports & Notifications,Which feature allows reports to be emailed automatically on a schedule?,Export,Publish,Schedule,Clone,, ,C,Scheduling sends reports automatically.
SET31-Q299,Module 5: Knowledge Management,Which state must a knowledge article be in to be visible to users?,Draft,Review,Published,Retired,, ,C,Only published articles are visible.
SET31-Q300,Module 2: User Administration,Which table stores role assignments to users?,sys_role,sys_user_role,sys_user_has_role,sys_user_grmember,, ,C,sys_user_has_role stores role assignments.
SET32-Q301,Module 4: Database & Tables,What is the definition of a record?,A collection of related reports,A row in a table,A column in a table,A database schema,, ,B,A record represents a single row in a table.
SET32-Q302,Module 4: Database & Tables,Which ServiceNow feature enables administrators to quickly configure tables and their relationships?,Database Views,Tables & Columns,Schema Map,Dictionary Dashboard,, ,C,Schema Maps visually show table structure and relationships.
SET32-Q303,Module 3: Configure Applications for Business,Which icon can you click to configure list layout or favorites?,Star,Clock,Tag,Pencil,, ,D,The pencil icon is used to edit favorites and list layouts.
SET32-Q304,Module 4: Database & Tables,Which tool is used to create relationships between tables in a report?,Schema Map,Database View,Transform Map,UI Policy,, ,B,Database Views join tables for reporting.
SET32-Q305,Module 2: User Administration,When removing a user from a group what happens to the user’s inherited roles?,Roles remain permanently,Roles are deleted,Inherited roles are removed,Roles are converted to personal roles,, ,C,Roles inherited from groups are removed when the user leaves the group.
SET32-Q306,Module 7: Service Catalog,Which record is created for each item in a Service Catalog order?,REQ,SCTASK,RITM,Approval,, ,C,Each catalog item ordered generates a Requested Item (RITM).
SET32-Q307,Module 3: Configure Applications for Business,Which feature allows restricting list data using human-readable language?,Encoded Query,Condition Builder,Natural Language Query,Query Builder,, ,C,Natural Language Query allows filtering using plain English.
SET32-Q308,Module 6: Reports & Notifications,Which report type displays values over time?,Bar,Pie,Line,Single Score,, ,C,Line charts display trends over time.
SET32-Q309,Module 2: User Administration,Which table stores the relationship between users and roles?,sys_user_role,sys_user_has_role,sys_role,sys_user_grmember,, ,B,sys_user_has_role stores user-role assignments.
SET32-Q310,Module 3: Configure Applications for Business,Which feature allows administrators to reuse variable questions across multiple catalog items?,Order Guide,Variable Set,Record Producer,Flow,, ,B,Variable Sets allow reuse of catalog variables.
SET33-Q311,Module 4: Database & Tables,Which record defines the attributes of fields such as data type and length?,Business Rule,Dictionary Entry,UI Policy,ACL,, ,B,Dictionary entries define field attributes.
SET33-Q312,Module 3: Configure Applications for Business,Which feature allows users to modify list column order and visibility?,Configure List,Personalize List,List Context Menu,Form Designer,, ,B,Personalize List allows users to customize list layouts.
SET33-Q313,Module 6: Reports & Notifications,Which feature allows reports to be automatically sent by email?,Export,Publish,Schedule,Clone,, ,C,Scheduling sends reports automatically.
SET33-Q314,Module 7: Service Catalog,Which catalog feature allows grouping multiple items into a single request?,Catalog Item,Order Guide,Variable Set,Workflow,, ,B,Order Guides bundle related catalog items.
SET33-Q315,Module 2: User Administration,Which role allows temporary elevation of privileges?,admin,security_admin,Elevate Roles,impersonator,, ,C,Elevate Roles allows temporary privilege elevation.
SET33-Q316,Module 4: Database & Tables,Which field type allows selecting multiple records from another table?,Reference,Choice,Glide List,String,, ,C,Glide Lists allow selecting multiple referenced records.
SET33-Q317,Module 3: Configure Applications for Business,Which tool allows inline editing of records in a list?,Form Designer,Data Editor,List Editor,UI Policy,, ,C,List Editor enables inline editing.
SET33-Q318,Module 6: Reports & Notifications,Which report type is best suited to display a single KPI value?,List,Bar,Pie,Single Score,, ,D,Single Score reports display one KPI.
SET33-Q319,Module 7: Service Catalog,Which record represents an individual catalog request item?,REQ,RITM,SCTASK,Approval,, ,B,RITM represents a requested catalog item.
SET33-Q320,Module 1: Platform Overview,Which interface lists applications and modules in ServiceNow?,Banner Frame,Content Frame,Application Navigator,Service Portal,, ,C,The Application Navigator lists applications and modules.
SET34-Q321,Module 4: Database & Tables,What is the definition of a record?,A collection of related reports,A row in a table,A column in a table,A database schema,, ,B,A record is a single row in a database table.
SET34-Q322,Module 3: Configure Applications for Business,Which feature allows administrators to modify the layout of columns in a list for all users?,Personalize List,Configure List,List Context Menu,Form Designer,, ,B,Configure List updates the default list layout for all users.
SET34-Q323,Module 6: Reports & Notifications,Which feature allows reports to be sent automatically on a defined schedule?,Publish,Export,Schedule,Clone,, ,C,Scheduling allows reports to be emailed automatically.
SET34-Q324,Module 7: Service Catalog,Which record represents an individual item within a Service Catalog request?,REQ,RITM,SCTASK,Approval,, ,B,Each requested catalog item creates a Requested Item (RITM).
SET34-Q325,Module 2: User Administration,Which table stores the relationship between users and groups?,sys_user,sys_user_group,sys_user_grmember,sys_group,, ,C,Group membership is stored in sys_user_grmember.
SET34-Q326,Module 4: Database & Tables,Which table stores the definitions of fields including data type and length?,sys_db_object,sys_dictionary,sys_metadata,sys_table,, ,B,The System Dictionary defines field attributes.
SET34-Q327,Module 3: Configure Applications for Business,Which tool allows inline editing of records directly from a list?,Form Designer,Data Editor,List Editor,UI Policy,, ,C,List Editor enables inline editing of list records.
SET34-Q328,Module 6: Reports & Notifications,Which report type is best suited to show trends over time?,Pie,Bar,Line,Single Score,, ,C,Line charts are best for showing trends.
SET34-Q329,Module 7: Service Catalog,Which feature allows reuse of variable questions across multiple catalog items?,Order Guide,Variable Set,Record Producer,Flow,, ,B,Variable Sets allow variable reuse.
SET34-Q330,Module 1: Platform Overview,Which interface lists applications and modules in ServiceNow?,Banner Frame,Content Frame,Application Navigator,Service Portal,, ,C,The Application Navigator lists all applications and modules.
SET35-Q331,Module 3: Configure Applications for Business,Which feature allows filtering list data using natural language?,Encoded Query,Condition Builder,Natural Language Query,Query Builder,, ,C,Natural Language Query allows filtering using plain English.
SET35-Q332,Module 4: Database & Tables,Which ServiceNow feature allows tables to inherit fields from another table?,Reference Field,Table Extension,Schema Map,Database View,, ,B,Table extension enables inheritance of fields.
SET35-Q333,Module 6: Reports & Notifications,Which feature allows grouping and calculating values such as count or average in reports?,Dashboards,Metrics,Aggregation,Performance Analytics,, ,C,Aggregations provide grouping and calculations.
SET35-Q334,Module 2: User Administration,Which role is required to create or modify Access Control rules?,admin,itil,security_admin,acl_admin,, ,C,The security_admin role is required to manage ACLs.
SET35-Q335,Module 7: Service Catalog,Which feature controls who can see or request a catalog item?,UI Policy,Client Script,User Criteria,ACL,, ,C,User Criteria controls catalog item visibility.
SET35-Q336,Module 4: Database & Tables,Which module visually displays relationships between tables?,Database Views,Schema Map,Tables & Columns,Dictionary Dashboard,, ,B,Schema Maps visually display table relationships.
SET35-Q337,Module 3: Configure Applications for Business,Which tool allows administrators to restrict available options in a choice list?,Reference Qualifier,Dependent Choice List,UI Policy,Client Script,, ,B,Dependent choice lists restrict values dynamically.
SET35-Q338,Module 6: Reports & Notifications,Which report type is best suited to display a single KPI value?,List,Bar,Pie,Single Score,, ,D,Single Score reports display a single KPI.
SET35-Q339,Module 7: Service Catalog,Which record groups multiple requested items together?,RITM,REQ,SCTASK,Approval,, ,B,REQ groups multiple RITMs into a single request.
SET35-Q340,Module 5: Knowledge Management,Which state must a knowledge article be in to be visible to users?,Draft,Review,Published,Retired,, ,C,Only published knowledge articles are visible to users.
SET36-Q341,Module 1: Platform Overview,When browsing the System Dictionary which is a primitive way to review table records quickly?,Related Lists,Tag and List Editor,List of Field Attributes,Dictionary Records,, ,C,The System Dictionary shows field attributes such as type length and reference.
SET36-Q342,Module 3: Configure Applications for Business,Which feature can be used to make fields mandatory or read-only without scripting?,Client Script,UI Policy,Business Rule,Data Policy,, ,B,UI Policies control field behavior without scripting.
SET36-Q343,Module 3: Configure Applications for Business,Which module allows administrators to add buttons links and context menu items?,UI Policy,UI Action,Client Script,Form Designer,, ,B,UI Actions add buttons links and menu options.
SET36-Q344,Module 4: Database & Tables,Which type of record stores field definitions such as data type and length?,Business Rule,Dictionary Entry,ACL,UI Policy,, ,B,Dictionary Entries define field attributes.
SET36-Q345,Module 7: Service Catalog,Which feature controls who can see a catalog item?,Client Script,UI Policy,User Criteria,ACL,, ,C,User Criteria control catalog item visibility.
SET36-Q346,Module 2: User Administration,Which feature allows an administrator to test what another user can see?,Elevate Roles,Impersonation,User Criteria,ACL,, ,B,Impersonation allows testing user access.
SET36-Q347,Module 6: Reports & Notifications,Which report type is best for displaying trends over time?,Pie,Bar,Line,Single Score,, ,C,Line charts best show trends.
SET36-Q348,Module 4: Database & Tables,Which feature allows tables to inherit fields from another table?,Reference Field,Schema Map,Table Extension,Database View,, ,C,Table extension enables inheritance.
SET36-Q349,Module 3: Configure Applications for Business,Which feature allows reuse of variable questions across catalog items?,Order Guide,Variable Set,Record Producer,Flow,, ,B,Variable Sets allow reuse of variables.
SET36-Q350,Module 1: Platform Overview,Which interface lists applications and modules?,Banner Frame,Application Navigator,Content Frame,Service Portal,, ,B,The Application Navigator lists applications and modules.
SET37-Q351,Module 3: Configure Applications for Business,What is the purpose of an application scope?,Separate applications and data,Restrict scripting only,Limit UI access,Control workflows,, ,A,Application scope isolates applications and their data.
SET37-Q352,Module 3: Configure Applications for Business,Which tool allows administrators to configure list layouts for all users?,Personalize List,Configure List,Form Designer,UI Policy,, ,B,Configure List controls default list layouts.
SET37-Q353,Module 6: Reports & Notifications,Which feature allows reports to be sent automatically by email?,Export,Publish,Schedule,Clone,, ,C,Scheduling sends reports automatically.
SET37-Q354,Module 7: Service Catalog,Which record groups multiple requested items together?,RITM,REQ,SCTASK,Approval,, ,B,REQ groups multiple RITMs.
SET37-Q355,Module 2: User Administration,Which table stores the relationship between users and groups?,sys_user,sys_user_group,sys_user_grmember,sys_group,, ,C,sys_user_grmember stores user-group relationships.
SET37-Q356,Module 4: Database & Tables,Which feature allows joining tables for reporting without scripting?,Schema Map,Database View,Transform Map,Reference Field,, ,B,Database Views join tables for reporting.
SET37-Q357,Module 3: Configure Applications for Business,Which feature allows filtering list data using natural language?,Encoded Query,Condition Builder,Natural Language Query,Query Builder,, ,C,Natural Language Query allows plain-English filtering.
SET37-Q358,Module 6: Reports & Notifications,Which report type is best suited to display a single KPI value?,List,Bar,Pie,Single Score,, ,D,Single Score reports display one KPI.
SET37-Q359,Module 5: Knowledge Management,Which state must a knowledge article be in to be visible to users?,Draft,Review,Published,Retired,, ,C,Only published articles are visible.
SET37-Q360,Module 2: User Administration,Which role allows temporary elevation of privileges?,admin,security_admin,Elevate Roles,impersonator,, ,C,Elevate Roles allow temporary role elevation.
SET38-Q361,Module 7: Service Catalog,Which feature can be used to group related catalog items into a single request?,Catalog Item,Order Guide,Variable Set,Workflow,, ,B,Order Guides allow users to request multiple related items together.
SET38-Q362,Module 3: Configure Applications for Business,When modifying a list layout for all users which option should be used?,Personalize List,Configure List,List Context Menu,Form Designer,, ,B,Configure List changes the default list layout for all users.
SET38-Q363,Module 4: Database & Tables,Which table stores approval records?,sysapproval,sysapproval_approver,sys_approval_set,sys_task_approval,, ,B,Approval records are stored in sysapproval_approver.
SET38-Q364,Module 3: Configure Applications for Business,Which feature allows filtering records using plain-English search terms?,Encoded Query,Condition Builder,Natural Language Query,Query Builder,, ,C,Natural Language Query allows human-readable filtering.
SET38-Q365,Module 6: Reports & Notifications,Which report type is best for showing trends over time?,Bar,Pie,Line,Single Score,, ,C,Line charts best represent trends.
SET38-Q366,Module 2: User Administration,Which role is required to create or modify Access Control rules?,admin,itil,security_admin,acl_admin,, ,C,The security_admin role is required for ACL management.
SET38-Q367,Module 4: Database & Tables,Which feature allows tables to inherit fields from another table?,Reference Field,Table Extension,Schema Map,Database View,, ,B,Table extension enables field inheritance.
SET38-Q368,Module 7: Service Catalog,Which record represents an individual catalog item requested by a user?,REQ,RITM,SCTASK,Approval,, ,B,Each requested catalog item creates a Requested Item (RITM).
SET38-Q369,Module 6: Reports & Notifications,Which feature allows reports to be emailed automatically?,Export,Publish,Schedule,Clone,, ,C,Scheduling sends reports automatically.
SET38-Q370,Module 1: Platform Overview,Which interface is primarily designed for end users?,Now Platform UI,Agent Workspace,Service Portal,Application Navigator,, ,C,The Service Portal is designed for end users.
SET39-Q372,Module 3: Configure Applications for Business,Which tool allows administrators to add buttons and context menu actions?,Client Script,UI Policy,UI Action,Form Designer,, ,C,UI Actions add buttons and menu items.
SET39-Q373,Module 6: Reports & Notifications,Which feature groups and summarizes data in a report?,Dashboards,Metrics,Aggregation,Performance Analytics,, ,C,Aggregations group and summarize report data.
SET39-Q374,Module 2: User Administration,Which table stores the relationship between users and groups?,sys_user,sys_user_group,sys_user_grmember,sys_group,, ,C,Group membership is stored in sys_user_grmember.
SET39-Q375,Module 7: Service Catalog,Which feature controls who can see or request a catalog item?,UI Policy,Client Script,User Criteria,ACL,, ,C,User Criteria control catalog visibility.
SET39-Q376,Module 4: Database & Tables,Which feature joins tables for reporting without scripting?,Schema Map,Database View,Transform Map,Reference Field,, ,B,Database Views join tables for reporting.
SET39-Q377,Module 3: Configure Applications for Business,Which feature allows reuse of variable questions across multiple catalog items?,Order Guide,Variable Set,Record Producer,Flow,, ,B,Variable Sets allow reuse of catalog variables.
SET39-Q378,Module 6: Reports & Notifications,Which report type displays a single KPI value?,List,Bar,Pie,Single Score,, ,D,Single Score reports display one KPI.
SET39-Q379,Module 5: Knowledge Management,Which state must a knowledge article be in to be visible to users?,Draft,Review,Published,Retired,, ,C,Only published knowledge articles are visible.
SET39-Q380,Module 1: Platform Overview,Which component displays applications and modules?,Banner Frame,Content Frame,Application Navigator,Service Portal,, ,C,The Application Navigator lists applications and modules.
