id,module,question,A,B,C,D,E,F,answer,explanation
PDF-VA-Q006,Module 3: Configure Applications for Business,What is a Virtual Agent?,A reporting dashboard,A conversational bot for user assistance,A workflow engine,A mobile-only feature,, ,B,Virtual Agent is a conversational bot that assists users.
PDF-VA-Q007,Module 3: Configure Applications for Business,Which feature allows Virtual Agent to query or update records?,UI Policies,Flows,ACLs,Data Policies,, ,B,Virtual Agent can use flows to query or update records.
PDF-VA-Q008,Module 3: Configure Applications for Business,Which capability allows Virtual Agent to gather information such as attachments?,Script Includes,Data pills,User criteria,Knowledge blocks,, ,B,Data pills allow Virtual Agent to collect and pass information.
PDF-VA-Q009,Module 3: Configure Applications for Business,Which messaging channels are supported by Virtual Agent?,Email only,Service Portal only,Web and mobile messaging channels,Reports only,, ,C,Virtual Agent supports web and mobile messaging channels.
PDF-VA-Q010,Module 3: Configure Applications for Business,Which feature generates previews when links are shared in Virtual Agent conversations?,Link preview,Link unfurling,Link sharing,URL mapping,, ,B,Link unfurling generates content previews.
PDF-VA-Q011,Module 3: Configure Applications for Business,Which system property disables link unfurling in Virtual Agent?,cs.disable_link_preview,com.glide.cs.enable_link_unfurling,com.glide.cs.disable_link_unfurling,glide.cs.link_unfurling,, ,C,Disabling this property turns off link unfurling.
PDF-TM-Q006,Module 6: Reports & Notifications,What is a task in ServiceNow?,A form,A workflow,A record that can be assigned and worked,A report,, ,C,A task represents work to be completed.
PDF-TM-Q007,Module 6: Reports & Notifications,Which feature prevents tasks from being ignored over time?,Assignment Rules,Visual Task Boards,Inactivity Monitor,UI Policies,, ,C,Inactivity Monitor alerts users when tasks are untouched.
PDF-TM-Q008,Module 6: Reports & Notifications,Which tool provides a visual drag-and-drop interface for managing tasks?,Connect Chat,Visual Task Board,Task List,Service Portal,, ,B,Visual Task Boards provide drag-and-drop task management.
PDF-TM-Q009,Module 6: Reports & Notifications,Which module shows work assigned to your group but not to an individual?,My Work,My Tasks,My Groups Work,Team Dashboard,, ,C,My Groups Work shows unassigned group tasks.
PDF-TM-Q010,Module 6: Reports & Notifications,What record type represents work that must be completed?,Incident,Request,Task,Problem,, ,C,Tasks represent work items.
PDF-SLA-Q001,Module 6: Reports & Notifications,What does SLA stand for?,Service Lifecycle Automation,Service Level Agreement,System Level Assignment,Support Level Action,, ,B,SLA stands for Service Level Agreement.
PDF-SLA-Q002,Module 6: Reports & Notifications,Which table stores Task SLA records?,sla,task_sla,sla_definition,task_time,, ,B,task_sla stores SLA records tied to tasks.
PDF-SLA-Q003,Module 6: Reports & Notifications,Which module is used to define SLAs and OLAs?,Incident Management,Service Level Management,Service Catalog,Task Management,, ,B,SLAs and OLAs are defined in Service Level Management.
PDF-SLA-Q004,Module 6: Reports & Notifications,What sequence defines an SLA lifecycle?,Start Pause Stop,Start Hold Halt,Start In Progress Stop,Begin End Close,, ,C,SLAs follow Start to In Progress to Stop.
PDF-SLA-Q005,Module 6: Reports & Notifications,What type field differentiates SLA OLA and UC?,Duration,Type,Condition,Schedule,, ,B,The Type field distinguishes SLA OLA and UC.
PDF-SCR-Q006,Module 3: Configure Applications for Business,Which type of script runs when a record is inserted updated deleted or queried?,Client Script,UI Policy,Business Rule,UI Action,, ,C,Business Rules execute on server-side database operations.
PDF-SCR-Q007,Module 3: Configure Applications for Business,Which scripting object runs in the user’s browser?,Business Rule,Script Include,Client Script,Access Control Script,, ,C,Client Scripts run in the browser.
PDF-SCR-Q008,Module 3: Configure Applications for Business,Which client script runs when a form is submitted?,onLoad,onChange,onSubmit,onCellEdit,, ,C,onSubmit runs when the user submits the form.
PDF-SCR-Q009,Module 3: Configure Applications for Business,Which client script type executes when a form loads?,onChange,onLoad,onSubmit,onCellEdit,, ,B,onLoad executes when a form loads.
PDF-SCR-Q010,Module 3: Configure Applications for Business,Which best practice is recommended for scripting in ServiceNow?,Always use scripts over configuration,Prefer configuration before scripting,Use scripting for UI only,Avoid server scripts,, ,B,Configuration is preferred over scripting when possible.
PDF-SCR-Q011,Module 3: Configure Applications for Business,Which object is used to control field behavior when a UI Policy runs?,UI Action,Client Script,UI Policy Action,Data Policy,, ,C,UI Policy Actions define field behavior.
PDF-SCR-Q012,Module 3: Configure Applications for Business,Which variable is used to pass data from server to client scripts?,gs.scratchpad,g_form,g_user,g_scratchpad,, ,D,g_scratchpad passes data from server to client.
PDF-PA-Q006,Module 6: Reports & Notifications,What is the main purpose of Performance Analytics?,Create dashboards only,Track historical trends over time,Send notifications,Manage reports,, ,B,Performance Analytics tracks trends using historical data.
PDF-PA-Q007,Module 6: Reports & Notifications,What does an anti-signal indicate in Performance Analytics?,System outage,Stable process behavior,Data corruption,Process failure,, ,B,Anti-signals indicate stability.
PDF-PA-Q008,Module 6: Reports & Notifications,Which Report Designer tab allows selecting visualization type?,Configure,Style,Type,Data,, ,C,Visualization type is selected under Type.
PDF-PA-Q009,Module 6: Reports & Notifications,Which Report Designer tab allows choosing colors and layout?,Type,Style,Configure,Data,, ,B,Style controls colors and layout.
PDF-PA-Q010,Module 6: Reports & Notifications,What is the default visibility of a report?,All users,Admins only,Creator only,All roles,, ,C,Reports are private by default.
PDF-INT-Q006,Module 3: Configure Applications for Business,What is IntegrationHub used for?,Data imports only,Extending Flow Designer with integrations,Managing ACLs,Reporting,, ,B,IntegrationHub enables integrations within flows.
PDF-INT-Q007,Module 3: Configure Applications for Business,Which IntegrationHub component groups related integration actions?,Trigger,Connection,Spoke,Flow,, ,C,Spokes group related actions.
PDF-INT-Q008,Module 3: Configure Applications for Business,Which server enables secure communication with on-premise systems?,Proxy Server,MID Server,VPN Gateway,Load Balancer,, ,B,MID Server enables on-premise integrations.
PDF-INT-Q009,Module 3: Configure Applications for Business,Which authentication method is commonly used with LDAP integrations?,OAuth,Basic Auth,LDAP,Token-based,, ,C,LDAP is commonly used for directory integrations.
PDF-INT-Q010,Module 3: Configure Applications for Business,Which integration method allows REST-based communication?,SOAP UI,Inbound Email,REST Messages,Client Scripts,, ,C,REST Messages are used for REST integrations.
PDF-SEC-Q001,Module 2: User Administration,What does an Access Control rule define?,UI behavior,Database structure,Object and operation permissions,Workflow execution,, ,C,ACLs define object access permissions.
PDF-SEC-Q002,Module 2: User Administration,In what order are Access Controls evaluated?,Field then Table,Table then Field,Row then Field,Role order,, ,B,Table-level rules are evaluated before field-level rules.
PDF-SEC-Q003,Module 2: User Administration,Which role is required to modify Access Control rules?,admin,itil,security_admin,acl_admin,, ,C,security_admin is required for ACL changes.
PDF-SEC-Q004,Module 2: User Administration,Which element specifies the table and field in an ACL?,Condition,Operation,Object name,Role,, ,C,Object name defines table and field.
PDF-SEC-Q005,Module 2: User Administration,What must be true if both table and field ACLs exist?,Only table ACL applies,Only field ACL applies,Both must allow access,Most recent applies,, ,C,Both ACLs must evaluate to true.

PDF-CMDB-Q001,Module 4: Database & Tables,What is the base table for configuration items?,cmdb,cmdb_ci,cmdb_rel_ci,asset,, ,B,cmdb_ci is the base table for CIs.
PDF-CMDB-Q002,Module 4: Database & Tables,Which framework standardizes service definitions across ServiceNow?,ITSM,ITIL,CSDM,CMDB,, ,C,CSDM standardizes service data models.
PDF-CMDB-Q003,Module 4: Database & Tables,Which table stores CI relationships?,cmdb_ci,cmdb,cmdb_rel_ci,cmdb_svc_rel,, ,C,cmdb_rel_ci stores CI relationships.
PDF-CMDB-Q004,Module 4: Database & Tables,Which feature visually displays CI relationships?,Schema Map,Dependency View,Database View,Form Layout,, ,B,Dependency View shows CI relationships graphically.
PDF-CMDB-Q005,Module 4: Database & Tables,What is a Configuration Item?,A catalog item,A deployable asset,A component managed to deliver services,A workflow,, ,C,A CI supports service delivery.

PDF-FLOW-Q001,Module 3: Configure Applications for Business,What component initiates a Flow execution in Flow Designer?,Action,Trigger,Spoke,Condition,, ,B,Flows are initiated by triggers.
PDF-FLOW-Q002,Module 3: Configure Applications for Business,Which component allows conditional logic within a Flow?,Trigger,Condition,Data Pill,Spoke,, ,B,Conditions control logic paths in flows.
PDF-FLOW-Q003,Module 3: Configure Applications for Business,Where is data from an action stored for reuse later in a flow?,Script Include,Data Pill,Flow Context,Variable,, ,B,Data Pills store outputs from actions.
PDF-FLOW-Q004,Module 3: Configure Applications for Business,Which Flow Designer element pauses execution until criteria are met?,Delay action,Wait for Condition,Approval action,Trigger,, ,B,Wait for Condition pauses the flow.
PDF-FLOW-Q005,Module 3: Configure Applications for Business,Which Flow component defines when a flow should run?,Condition only,Trigger and Condition,Action and Condition,Trigger only,, ,B,Trigger and Condition define execution timing.

PDF-SLA-Q006,Module 6: Reports & Notifications,Which SLA feature pauses timing when conditions are met?,Retroactive start,Pause condition,Stop condition,Reset rule,, ,B,Pause conditions suspend SLA timing.
PDF-SLA-Q007,Module 6: Reports & Notifications,What happens when an SLA breaches?,Task closes automatically,Notification may be sent,SLA resets,SLA is deleted,, ,B,Breach can trigger notifications.
PDF-SLA-Q008,Module 6: Reports & Notifications,Which table defines SLA definitions?,task_sla,sla_definition,sla,contract,, ,B,sla_definition stores SLA rules.
PDF-SLA-Q009,Module 6: Reports & Notifications,What differentiates OLA from SLA?,Duration,Type field,Target table,Schedule,, ,B,The Type field distinguishes SLA OLA and UC.
PDF-SLA-Q010,Module 6: Reports & Notifications,Which SLA type measures internal support commitments?,SLA,OLA,UC,Contract,, ,B,OLA measures internal service targets.

PDF-SC-Q016,Module 7: Service Catalog,Which feature restricts catalog item visibility without scripting?,UI Policy,User Criteria,Client Script,ACL,, ,B,User Criteria control visibility.
PDF-SC-Q017,Module 7: Service Catalog,What happens if a catalog item is restricted using User Criteria?,Item is hidden from unauthorized users,Item is deleted,Item shows as read-only,Item requires approval,, ,A,Unauthorized users cannot see the item.
PDF-SC-Q018,Module 7: Service Catalog,Which catalog element defines reusable question sets?,Catalog Item,Order Guide,Variable Set,Flow,, ,C,Variable Sets reuse variables.
PDF-SC-Q019,Module 7: Service Catalog,Which record groups multiple requested items together?,RITM,REQ,SCTASK,Approval,, ,B,REQ groups multiple RITMs.
PDF-SC-Q020,Module 7: Service Catalog,Which fulfillment record represents work performed?,REQ,RITM,SCTASK,Incident,, ,C,SCTASK represents fulfillment work.

PDF-UP-Q016,Module 8: Update Sets,What happens when update sets conflict?,All changes are applied,Most recent change wins,Oldest change wins,Changes are skipped,, ,B,Most recent change takes precedence.
PDF-UP-Q017,Module 8: Update Sets,What must be done before an Update Set can be retrieved?,Preview it,Mark Complete,Export it,Commit it,, ,B,Update Sets must be Complete before retrieval.
PDF-UP-Q018,Module 8: Update Sets,Which record type is never captured in Update Sets by default?,Forms,Client Scripts,Data records,Views,, ,C,Data records are not captured by default.
PDF-UP-Q019,Module 8: Update Sets,Where can administrators view update set errors?,System Logs,Update Set Preview,Retrieved Update Sets,Local Update Sets,, ,B,Preview shows errors and conflicts.
PDF-UP-Q020,Module 8: Update Sets,What is best practice for large update sets?,Use one large update set,Split into smaller update sets,Always use Default Update Set,Merge after commit,, ,B,Smaller update sets reduce risk.
